-3.30144763877761	-2.48968570383637
-2.45082192074566	-3.32633718605434
-2.53516764862096	-2.02018146205788
-2.37767496687407	-4.19870844993421
-3.88318560850366	-5.10409798134073
-3.29081255794341	-2.04685436220292
-2.12227857918395	-2.74546689721456
-4.15084805669380	-2.51490723298083
-2.64472464507722	-3.82752803309019
-3.79409199784677	-1.53230652640525
-2.34598819413841	-3.47605950312824
-3.25013972616852	-2.38300340336949
-1.62962439581018	-3.88839346783571
-3.15172846729306	-4.01357374449518
-2.48231388287903	-3.81296812814323
-3.87164623876157	-3.42441127109612
-3.31032473792751	-2.60677879742100
-2.72913914394201	-1.94556063928979
-4.98188435635558	-2.33985934071958
-2.98392321181892	-2.40243791259174
-3.56261042696117	-2.51059339432806
-3.34615981251165	-3.31358567680738
-2.84461477164151	-3.56714912119806
-1.56540450397570	-2.84059083384681
-3.92999729725839	-2.62170120068531
-3.25433959778991	-3.63264162687819
-3.43754960402673	-1.41513983146964
-3.35128871258288	-1.49576077525563
-2.74482168144839	-2.18340996464432
-2.40417056209049	-2.38455527358285
-2.93610305208613	-3.85474008682812
-3.77497915695928	-5.54655507459413
-3.57242845300859	-3.89613869040904
-2.38039203608146	-4.24359934493289
-3.08645426751892	-2.25085703771676
-2.73010718163261	-1.33999843202427
-2.25492497654579	-2.58552628504497
-2.45891676001475	-3.31775280911779
-4.17980526329052	-4.19786818265299
-2.34232542268277	-3.43360375063625
-3.40384425393660	-2.37249140068541
-2.54306533287637	-2.95294262281677
-3.47872780788295	-1.21534111589065
-2.74798334712873	-3.81766486399099
-3.99869235912819	-5.83948184744807
-1.80433879063212	-2.65910022774094
-4.13804771431691	-4.20854106579283
-4.14129772862803	-2.66653146370155
-3.81755219689323	-2.98781928653762
-3.03799351789694	-1.49385389311813
-2.32879194333982	-4.70960488365233
-3.00103209715727	-2.54972703394445
-2.79595597179041	-2.27729657259948
-3.76043229927826	-4.41710030414045
-3.27331188283600	-1.99337516294263
-2.61175208776154	-0.735242562572885
-1.25489587876164	-2.51131773425625
-3.44734720183333	-2.04285889550386
-4.22989435416896	-3.01424464407443
-3.88474432244765	-4.65228405123033
-2.61447292987241	-2.36916689270186
-2.18478279048265	-3.37068048070543
-1.98223739727409	-3.16585136992952
-2.13960924664250	-2.37619027739596
-2.76234906669471	-2.17866318605419
-2.05039223386987	-4.48391510352862
-2.44077508921196	-1.29420353676356
-2.69279374016237	-2.26120822758838
-2.25028019003814	-3.11182659576972
-3.73406059817874	-2.16568030319264
-3.61150947264207	-4.05776640617362
-2.98023106308539	-2.94300052946783
-3.33806409650258	-2.18609235578609
